number,serial_number,defective_act,poz_GP,tag,type,name_of_equipment,equipment_acceptance_date_PNR,equipment_manufacturer,project,date_of_detection,installation_location,description,reasons_for_failure,elimination_of_defects,operating_time,executor_3,executor_1,executor_2,person_approving,approval_date,number_letter_INVEST,letter_to_INVEST,location,notes,fio_locksmith_1,fio_locksmith_2,elimination_date,fio_responsible,mark_of_elimination,,,,,,,
6,№ 7347,КАИТ-УКПГ-2-1-1,1,FGT-01.1.1,Расходомер,"Счетчик-расходомер массовый кориолисовый ЭМИС-МАСС 260, зав.№7347",-,"ЗАО ""Эмис""",0092.020.014.Р5.0004.149.0002.0077.001-ТХ,6/21/2023,"УКПГ-2. Здание входных ниток и пробкоуловителей (поз. по ГП1), Арматурный блок 10С1 №1",При наличии расхода показания на приборе отсутствуют,Заводской брак,Произвести замену/ремонт дефектного оборудования,4320 ч,Шулаков А.Ю.,Лупандин Д.А.,Усов А.С.,Савело С.С.,6/21/2023,№ 02/92-5246 от 03.07.2023,7/2/2023,Склад КИПиА,02.02.2023 - Находтся на складе,,,,,
49,№ 191769,КАИТ-УКПГ-2-1-100,1,FY 101/3,Расходомер,"УКПГ-2, Здание входных ниток и пробкоуловителей, 3 т.н., газ от КГС 202, 205 (Расходомер-счетчик газа ультразвуковой Turbo Flow UFG-F). Зав.№191769",-,"ООО ""Турбулентность Дон""",0092.020.014.Р5.0004.149.0002.0077.001-АТ (изм.2),9/27/2023,"УКПГ-2. Здание входных ниток и пробкоуловителей (поз. по ГП1), 3 т.н.",Пропуск рабочей среды через измерительные элементы.,Нарушение герметичности уплотнения кабельного ввода,Произвести замену/ремонт дефектного оборудования,4000 ч,Бондаренко Д.Г.,Фомичев Д.М.,Старинец И.А.,Савело С.С.,9/27/2023,"2023-11-29 исх. 02/9557 
(П-80/200/3/10568)",11/29/2023,Отправлен в ремонт,"20.12.2023 - Снят с поз.1 и отправлен в ремонт;
",Ахтямов Б.А.,,,,
40,№ 21122,КАИТ-УКПГ-2-11-50,11,К1-1.2,Электропривод,"Электропривод РэмТЭК, марка (П.600.349.8000/И.У.15.3.УХЛЗ) Зав.№ 21122",-,"ООО НПП ""ТЭК""",0092.020.014.Р5.0004.149.0002.0903.011-ТХ,10/4/2023,Поз.11. К1-1.2," - Вмятины на ребрах электродвигателя. Повреждение ЛКП, следы не заводского окраса. Внутри бокса подключения обнаружены следы присутствия влаги и следы коррозии. Вал электропривода заклинил. Предохранители в боксе подключения перегоревшие. При подаче питания выбивает вводный автоматический выключатель","Нарушение условий хранения, монтажа и подключения электропривода",Требуется проведение ремонта на договорной основе,0 ч,Бондаренко Д.Г.,Попов В.А.,Старинец И.А.,Савело С.С.,10/4/2023,№ 02/08-8709 от 01.11.03.2023,11/1/2023,В ремонте,30.01.2024 - Короткое замыкание. Отправлен на ЗИ Ожидает оплаты от СТНГ,,,,,
,№ 20-036386,КАИТ-УКПГ-2-1-2,1,M2,Насос,"Насос циркуляционный IMP PUMPS NMT MAX 32/120 F220
(P.N. - 979524665, S.N. - 20-036386)",-,"Компания IMP PUMPS, Словения",,3/20/2024,ТЭГ: M2. Поз по ГП: 1. Установка: Тепловой узел. Установлен на обратном контуре в теплопункте,"Насос неисправен. 220В приходит, насос не функционирует. Блок управления насосом исправен.",Дефектное оборудование,Произвести замену/ремонт дефектного оборудования,2120 ч,Шулаков А.Ю.,Попов В.А.,Турлаков Н.В.,Никонов Ю.А.,,,,На месте установки,"20.03.2024 - Установлен на контуре обратки в теплопункте.
Примечание: Бирки с неправильным текстом висят. Скидываю фотки, чтобы легче было определиться.",Фалелюхин А.А.,,,,
14,№ 211139197,КАИТ-УКПГ-2-15-1,15,,Манометр,Манифольдная резервуарного парка стабильного конденсата -100...500 kPa МВП4-УУХЛ1 линия азота. Зав.№ 211139197,-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0607.015-ТХ,7/6/2023,УКПГ-2. Манифольдная резервуарного парка стабильного конденсата (поз. по ГП 15),Манометр неисправен,Передавлен,Произвести замену/ремонт дефектного оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
29,№ 324,КАИТ-УКПГ-2-16-1,16,,Контроллер,"Резервуарный парк стабильного конденсата, Резервуар 70Р-1, №1, Измерительная система АТМ-2, Контроллер ГАММА-8М (позиция UY 704/1), зав. №324",-,АО «Албатрос»,0092.020.014.Р5.0004.149.0002.0708.016-АТ.ОЛ(изм. 0),8/5/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение аппаратной КИП и А","При отключении питания, настройки контроллера пропадают",Разряд LI-ion элемента питания,Произвести ремонт дефектного оборудования,0 ч,Ермаков А.Б.,Лупандин Д.А.,Старинец И.А.,Никонов Ю.А.,8/5/2023,"№ 08/6815 от 28.08.2023 
П-80/200/3/7638 от 21.08.2023",8/28/2023,,,,,,,
51,№ 40461А,КАИТ-УКПГ-2-205-100,КГС 205,,Блок питания,Блок питания ПС РУБЕЖ ИВЭПР 12/5. Зав.№40461А,-,"АО ""ГК РУБЕЖ""",0092.020.014.Р5.0004.038.0205.4509.010-ЭМ (изм.0),10/16/2023,"Куст газовых скважин №205, БКЭС", Видимые дефекты электронных компонентов,Заводской дефект,Произвести замену/ремонт дефектного оборудования,4000 ч,Бондаренко Д.Г.,Фомичев Д.М.,Старинец И.А.,Савело С.С.,10/16/2023,"2023-11-29 исх. 02/9557 
(П-80/200/3/10568)",11/29/2023,,,,,,,
15,№ 212000687,КАИТ-УКПГ-2-22-1,22,,Манометр,Помещение насосной конденсата 70Н-1№1 линия на выходе из насоса МП4-УУ2; 0... 1 Мпа. Зав.№212000687,-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0506.022-ТХ1 ,7/8/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение насосной метанола. Помещение насосной конденсата",Несоответствие диапазона измерения манометра ,-,Произвести замену/ремонт дефектного оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
16,-,КАИТ-УКПГ-2-22-2,22,,Манометр,Помещение насосной конденсата 0... 1 МРа МП4-УУ2 линия на выходе из насоса 70Н-3 Помещение насосной метанола 0...1 МРа МП4-УУ2 линия на выходе из насоса 60Н-2№2,-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0506.022-ТХ1 0092.020.014.Р5.0004.149.0002.0506.022-ТХ2,7/8/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение насосной метанола. Помещение насосной конденсата",Манометры отсутствуют,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
17,"№№ 211031998, 211031997, 211032370, 211032080, 211032358, 211032363, 211032361",КАИТ-УКПГ-2-22-3,22,,Манометр,Помещение насосной конденсата 0... 1 МРа МП4-УУ2 линия на выходе из насоса 70Н-2М2 Помещение насосной метанола 0...1 МРа МП4-УУ2 линия на выходе из насоса 60Н-6 0...1 МРа МП4-УУ2 линия на выходе из насоса 60Н-2№1 0...1 МРа МП4-УУ2 линия на выходе из насоса 60Н-1№1 0... 1 МРа МП4-УУ2 линия на выходе из насоса 60Н-1№1 0...1 МРа МП4-УУ2 линия на выходе из насоса 60Н-2№2 0... 1 МРа МП4-УУ2 линия на выходе из насоса 60Н-2№1,-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0506.022-ТХ1 0092.020.014.Р5.0004.149.0002.0506.022-ТХ2,7/8/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение насосной метанола. Помещение насосной конденсата",Манометры неисправны (стрелка не возвращается на 0 при отсутствии давления),Оборудование передавлено,Произвести замену/ремонт дефектного оборудования,4640 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
68,-,КАИТ-УКПГ-2-22-4,22,,Манометр,"Манометры на линиях насосов:
70Н-3 (МП4-УУХЛ1 16 МПа - 1 шт.); 60Н-6 (МП4-УУ2 1 МПа - 1 шт.);60Н-2 №1 (МП4-УУ2 1 МПа - 2 шт.);60Н-2 №2 (МП4-УУ2 1 МПа - 2 шт.);60Н-1 №1 (МП4-УУ2 1 МПа - 2 шт.)",-,"ООО ""Манотом""",0092.020.014.Р5.0004.149.0002.0506.022-ТХ2,10/7/2023,УКПГ-2. Здание насосной конденсата и метанола (поз.22),Не установлены,-,Произвести допоставку и монтаж оборудования,0 ч,Бондаренко Д.Г.,Апенько Н.С.,Старинец И.А.,Савело С.С.,10/8/2023, 12.12.2023 исх.08-82-10048,12/12/2023,,,,,,,
7,-,КАИТ-УКПГ-2-25-1,25,ТТ33.3,Преобразователь температуры,"Преобразователь температуры, программируемый ТСПУ 031С без дисплея, погружная длина 400 мм, диаметр сенсора 10мм, резьбой присоединения М20х1,5, диапазон от 0 до +200С (1 шт)",9/20/2022,"ЗАО СКБ ""Термоприбор""",ГПР 2716.33.80.00.00.00.000-АТХ.ОЛ.23,5/23/2023,"УКПГ-2. Здание регенерации метанола (поз. по ГП 25), блок огневой регенерации метанола №3, 40БРМ1 №3, ТТ33.3",Отсутствует по месту монтажа согласно проекта,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Лупандин Д.А.,Старинец И.А.,Никонов Ю.А.,5/23/2023,№ 02/92-5351 от 06.07.2023,7/8/2023,,,,,,,
8,-,КАИТ-УКПГ-2-25-2,25,ТТ33.5,Преобразователь температуры,"Преобразователь температуры, программируемый ТСПУ 031П без дисплея, длина защитной арматуры на основе КНМСН - 1200 мм, диаметр сенсора 3мм, диаметр трубопровода 870мм, резьбой присоединения М20х1,5, диапазон от 0 до +350С (1 шт.). Комплект монтажных частей (хомут) ",9/20/2022,"ЗАО СКБ ""Термоприбор""",ГПР 2716.33.80.00.00.00.000-АТХ.ОЛ.25,5/23/2023,"УКПГ-2. Здание регенерации метанола (поз. по ГП 25), блок огневой регенерации метанола №3, 40БРМ1 №3, ТТ33.5",Отсутствует по месту монтажа согласно проекта,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Лупандин Д.А.,Старинец И.А.,Никонов Ю.А.,5/23/2023,№ 02/92-5351 от 06.07.2023,7/8/2023,,,,,,,
18,№ 0153.3.4.8,КАИТ-УКПГ-2-25-3,25,,Установка приточной вентиляции,"Установка приточной вентиляции П-3
",-,"ООО ""AERO IXIA""",0092.020.014.Р5.0004.149.0002.0204.025-АТ2,6/14/2023,"УКПГ-2. Здание регенерации метанола (поз. по ГП 25), помещение 12","Фактическая производительность действующей приточной вентиляционной установки. П-3, по показателю -производительность вентилятора, не соответствует требованиям проектной, рабочей документации и паспортным данным системы",-,Произвести замену/ремонт дефектного оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
19,-,КАИТ-УКПГ-2-25-4,25,,Манометр,"Помещение насосной метанола 
Pg35.1 -100...60 кПА 1 МВ-4ВУКсУХЛ1 насос 40Н-1
Pg35.3 -0...1,6 МПА 1 М-4ВУКсУХЛ1 насос 40Н-1
Pg37.1 -100...60 кПА 1 МВ-4ВУКсУХЛ1 насос 40Н-3
Pg37.3 -0...1,6 МПА 1 М-4ВУКсУХЛ1 насос 40Н-3
Pg36.1 -100...60 кПА 1 МВ-4ВУКсУХЛ1 насос 40Н-2№3/1
Pg36.1 -100...60 кПА 1 МВ-4ВУКсУХЛ1 насос 40Н-2№3/2
Pg36.3 -0...1 МПА 1 М-4ВУКсУХЛ1 насос 40Н-2№1
Pg36.1 -100...60 кПА 1 МВ-4ВУКсУХЛ1 насос 40Н-2№2/2
Pg36.5 -0...1 МПА 1 М-4ВУКсУХЛ1 насос 40Н-2№3
Pg36.5 -0...1 МПА 1 М-4ВУКсУХЛ1 насос 40Н-2№3
Помещение огневой регенерации
Pg33.6 -100...60 кПА 1 МВ-4ВУКсУХЛ1 40БРМ1 №3
Pg33.8 -0...1 МПА 1.5 МП-4УУ2 40БРМ1 №3
Pg33.1 -0...100 кПА 1 МВ-3ВУКсУХЛ1 40БРМ1 №3
Pg33.5 -0...1.6 МПА 1 МВ-3ВУКсУХЛ1 40БРМ1 №3
Pg33.4 -0...60 кПА 1.5 МП4А-Кс 40БРМ1 №3
Pg33.4а -0...60 кПА 1.5 МП4А-Кс 40БРМ1 №3
Pg33.4а -0...60 кПА 1.5 МП4А-Кс 40БРМ1 №1 ",-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0204.025-ТХ1,6/27/2023,"УКПГ-2. Здание регенерации метанола (поз. по ГП 25). Помещение насосной метанола, Помещение огневой регенерации",Манометры отсутствуют,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,6/27/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
69,-,КАИТ-УКПГ-2-25-5,25,,Манометр,Манометр на линии насоса 40Н-2 №32 (ФТ. -100...60 кПа - 1 шт.),-,ООО «Физтех»,0092.020.014.Р5.0004.149.0002.0204.025-ТХ1,10/7/2023,УКПГ-2. Здание регенерации метанола (поз.25),Не установлен,-,Произвести допоставку и монтаж оборудования,0 ч,Бондаренко Д.Г.,Апенько Н.С.,Старинец И.А.,Савело С.С.,10/8/2023, 12.12.2023 исх.08-82-10048,12/12/2023,,,,,,,
,№ 32967,КАИТ-УКПГ-2-25-6,25,FIT 33.1,Расходомер,"Пребразователь расхода вихревой ""Эмис вихрь 200""",-,"ЗАО ""Эмис""",0092.020.014.Р5.0004.149.0002.0204.025-ТХ1 (изм. 1),3/16/2024,Поз.25,"Некорректные плавающие показания на АРМ, не реагирует сенсорная панель, невозможно подключиться через интегратор",Дефектное оборудование,Произвести замену/ремонт дефектного оборудования,2240 ч,Шулаков А.Ю.,Попов В.А.,Турлаков Н.В.,Никонов Ю.А.,,,,На месте установки,16.03.2024 - ,Бычков Е.Н.,,,,
20,-,КАИТ-УКПГ-2-27-1,27,,Электропривод,"Электропривод шиберной заслонки МЗОФ-60(90)/6-0.25ЦА2-11ВТ4-10К УХЛ1.
",-,"ООО ""Техбезопасность""",0092.020.014.Р5.0004.149.0002.0028.027-АТ,7/3/2023,УКПГ-2. Аппарат воздушного охлаждения метанола 40ВХ-1 (поз. по ГП 27),Электропривод отсутствует,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
21,-,КАИТ-УКПГ-2-28-1,28,,Манометр,"Разделители 0...1.6 МРа М4-ВУКсУХЛ1 разделитель 40Р1-1№1
",-,ООО «Газпром ВНИИГАЗ» «Тюменский экспериментальный завод»,0092.020.014.Р5.0004.149.0002.0059.028-ТХ,7/8/2023,УКПГ-2. Разделители и расходные емкости метанола (поз. по ГП 28). Разделитель 40Р-1№1.,Манометр отсутствует,-,Произвести допоставку и монтаж оборудования,0 ч,Алимбеков Ф.А.,Никитин Д.О.,Усов А.С.,Савело С.С.,7/8/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
9,№ 96418,КАИТ-УКПГ-2-30-1,30,TG 19.1,Гильза защитная,"Гильза защитная Г3-01-М20-Н10-250-16-6,3МПа, Зав.№ 96418",-,"АО ""Теплоконтроль""",ТЭЗ-1-Т132.00.00.000-АТХ.ОЛ01 Рев.5.1,5/25/2023,"УКПГ-2. Здание печей стабилизации конденсата (поз. по ГП 30). Вход по линии ЖЦ 30П-1 №2, TG19.1",Трещина по сварному шву около резьбового соединения,Дефектное оборудование,Произвести замену/ремонт дефектного оборудования,1800 ч,Шулаков А.Ю.,Лупандин Д.А.,Старинец И.А.,Кутузов А.Н.,6/1/2023,№ 02/92-5351 от 06.07.2023,7/8/2023,,,,,,,
114,№ 11086928,КАИТ-УКПГ-2-301-1,301,,Блок питания,"Здание служебно-эксплуатационного блока (поз. по ГП 301), помещение операторов пульта (Блок питания ПС РУБЕЖ ИВЭПР 24/2,5 RS-R2, Зав.№11086928). ",-,"АО ""ГК РУБЕЖ""",0092.020.014.Р5.0004.149.0002.3118.301-СПБА (изм.1),2/10/2024,УКПГ-2. Здание служебно-эксплуатационного блока (поз. по ГП 301),Видимые дефекты электронных компонентов,Заводской дефект,Произвести замену/ремонт дефектного оборудования,4025 ч,Бондаренко Д.Г.,Апенько Н.С.,Старинец И.А.,Кутузов А.Н.,2/20/2024,,,,,,,,,
52,-,КАИТ-УКПГ-2-301-100,301,,Блок питания,"Здание служебно-эксплуатационного блока (поз. по ГП 301), помещение операторов пульта (Блок питания ПС РУБЕЖ ИВЭПР 12/5). Зав.№40461А",-,"АО ""ГК РУБЕЖ""",0092.020.014.Р5.0004.149.0002.3118.301-СПБА (изм.1),10/16/2023,УКПГ-2. Здание служебно-эксплуатационного блока (поз. по ГП 301),Видимые дефекты электронных компонентов,Заводской дефект,Произвести замену/ремонт дефектного оборудования,4000 ч,Бондаренко Д.Г.,Фомичев Д.М.,Старинец И.А.,Савело С.С.,10/16/2023,"2023-11-29 исх. 02/9557 
(П-80/200/3/10568)",11/29/2023,,,,,,,
115,№ 4511640,КАИТ-УКПГ-2-301-2,301,,Блок питания,"Здание служебно-эксплуатационного блока (поз. по ГП 301), помещение операторов пульта (Блок питания ПС РУБЕЖ ИВЭПР 24/2,5 RS-R2, Зав.№4511640). ",-,"АО ""ГК РУБЕЖ""",0092.020.014.Р5.0004.149.0002.3118.301-СПБА (изм.1),2/12/2024,УКПГ-2. Здание служебно-эксплуатационного блока (поз. по ГП 301),Видимые дефекты электронных компонентов,Заводской дефект,Произвести замену/ремонт дефектного оборудования,5200 ч,Бондаренко Д.Г.,Апенько Н.С.,Старинец И.А.,Кутузов А.Н.,2/20/2024,,,,,,,,,
22,№ 1010300,КАИТ-УКПГ-2-30-2,30,КлЗ 19.12.13,Клапан электромагнитный,"Блок печи стабилизации конденсата ЗОП-1 гп2716.19 (Клапан электромагнитный КЭО 32/25/034/136/4 с ЭВ 06/АС/230 DN32, PN25, УХЛ1, зав.№2004285011 производитель ООО НИИ «Технопроект» в составе блока арматурного ГП2716.19.03, Зав.№ 1010300",11/5/2022,Тюменский экспериментальный завод ООО «Газпром проектирование»,0092.020.014.Р5.0004.149.0002.0078.030-ТХ,6/28/2023,"Блок печи стабилизации конденсата ЗОП-1 ГП 2716.19, печь №3, блок арматурный ГП 2716.19.02 №3, КлЗ 19.12.13",При подаче управляющей команды не происходит фактическая перестановка клапана,Дефектное оборудование,Произвести замену/ремонт дефектного оборудования,400ч без подачи рабочей среды,Алимбеков Ф.А.,Саликов А.А.,Усов А.С.,Савело С.С.,7/2/2023,"№ 02/08-6640 от 22.08.2023 
П-80/200/3/6319 от 09.07.2023",8/22/2023,,,,,,,
53,№ 327,КАИТ-УКПГ-2-30-3,30,КлЗ 19.3.1.3,Клапан электромагнитный,Электропривод ВЭМП 200. Зав.№327,-,АО «РУСТ-95»,0092.020.014.Р5.0004.149.0002.0078.030-ТХ (изм. 1),10/25/2023,Установка печей стабилизации. КлЗ-19.3.1.3, Клапан при подаче напряжения не срабатывает,"Нарушение условий хранения, монтажа и подключения электропривода",Произвести замену/ремонт дефектного оборудования,50 ч,Алимбеков Ф.А.,Саликов А.А.,Старинец И.А.,Кутузов А.Н.,11/17/2023,"2023-11-29 исх. 02/9557 
(П-80/200/3/10568)",11/29/2023,На месте установки,,,,,,Устранено
54,№ 327,КАИТ-УКПГ-2-30-300,30,КлЗ 19.3.1.3,Клапан электромагнитный,"УКПГ-2, Здание печей стабилизации конденсата (поз. по ГП 30), 3 т.н. (Клапан электромагнитный ВЭМП 200). Зав.№327",-,АО «РУСТ-95»,0092.020.014.Р5.0004.149.0002.0078.030-ТХ (изм. 1),10/15/2023,Установка печей стабилизации. КлЗ-19.3.1.3,Видимые дефекты электронных компонентов,Нарушение герметичности уплотнения кабельного ввода,Произвести замену/ремонт дефектного оборудования,4000 ч,Бондаренко Д.Г.,Фомичев Д.М.,Старинец И.А.,Савело С.С.,10/15/2023,"2023-11-29 исх. 02/9557 
(П-80/200/3/10568)",11/29/2023,На месте установки,,,,,,Устранено
98,№ 201019,КАИТ-УКПГ-2-30-4,30,КлЗ 19.13.1,Электропривод,Электропривод РэмТЭК П.3500.7.60.22.8100.V.16.3.УХЛ1,-,"ООО НПП ""ТЭК""",0092.020.014.Р5.0004.149.0002.0078.030-ТХ (изм. 1),1/28/2024,УКПГ-2. Здание печей стабилизации конденсата (поз.30). 1 т.н.,При подаче напряжения э/питания отсутствует индикация на дисплее устройства,Дефектное оборудование,Произвести замену/ремонт дефектного оборудования,4050 ч,Алимбеков Ф.А.,Бояркин И.С.,Турлаков Н.В.,Никонов Ю.А.,1/29/2024,2024-02-08 исх.08-1131,2/8/2024,Контейнер,"28.01.2024 - проведенна диагностика специалистом ТЭК (требуется отправка на завод-изготовитель);
30.01.2024 - Нет индикации на экране. Выход из строя платы питания. Акт №КАИТ-УКПГ-2-30-4 от  28.01.24;
03.04.2021 - Контейнер
",Ахтямов Б.А.,,,,
30,№ 04221256,КАИТ-УКПГ-2-31-1,31,КлЗЭ 2-01.3,Электропривод,Разделитель-коалесцера 30Р-2№3. Блок управления ESD-VCX-24-120-380N-1500-b (Поз. обозначение КлЗЭ 2-01.3). Зав.№04221256,,"ООО ""КХМ""",0092.020.014.Р5.0004.149.0002.1059.031-ТХ1,8/23/2023,"УКПГ-2, Разделители, буферные емкости (поз. по ГП 31), разделитель-коалесцера 30Р-2№3, Поз. обозначение КлЗЭ 2-01.3",При подаче напражения отсутствует индикация на табло блока управления электропривода,Выход из строя электронной платы,Произвести замену или ремонт дефектного оборудования,0 ч,Ермаков А.Б.,Никитин Д.О.,Усов А.С.,Никонов Ю.А.,8/23/2023,"№ 08/6815 от 28.08.2023 
П-80/200/3/7638 от 21.08.2023",8/28/2023,,,,,,,
70,№ 04220786,КАИТ-УКПГ-2-31-2,31,КлЗЭ 1-01.3,Электропривод,Электропривод взрывозащищенный «Гусар» Л.И1.18000.4.5.ЭЗ1УХЛ1. Зав.№ 03322,-,ООО НПО «Сибирский машиностроитель»,0092.020.014.Р5.0004.149.0002.1059.031-ТХ изм.1,11/24/2023,"УКПГ-2, Разделители, буферные емкости (поз. по ГП 31), разделитель-коалесцера 30Р-1№3, Поз. обозначение КлЗЭ 1-01.3","При подаче сигнала управления слышен шум в редукторе, клапан встает по моменту",Неисправность редуктора,Произвести замену или ремонт дефектного оборудования,0 ч,Алимбеков Ф.А.,Фомичев Д.М.,Турлаков Н.В.,Никонов Ю.А.,12/4/2023, 12.12.2023 исх.08-82-10048,12/12/2023,На месте установки,"01.02.2024 - Монтаж привода, настройка концевиков, прозвонка кабельной линиии, подключение БУ и стойки УСО. В работе.",Иванов А.А.,,2/1/2024,Бояркин И.С.,Устранено
116,№ 04220793,КАИТ-УКПГ-2-31-4,31,КлР 2.03.3,Электропривод,30-Р2№3. (Блок управления ESD-VCX-24 №04220793 производство АО «ЭлеСи»),4/10/2023,"ООО ""КХМ""",0092.020.014.Р5.0004.149.0002.0059.031-ТХ.СО1(изм. 2),2/14/2024,"УКПГ-2, Разделители, буферные емкости (поз. по ГП 31), разделитель-коалесцера 30Р-2№3, Поз. обозначение КлР 2.03.2", Неисправен. Выдает аварию,Заводской брак,Произвести замену/ремонт дефектного оборудования,7440 ч,,,,,,,,Мастерская,14.02.2024 - Снят с позиции,Зыков Р.В.,,,,
10,№ 08222,КАИТ-УКПГ-2-32-1,32,К 9-30.2.1,Электропривод,"Кран шаровой фланцевый DN 300 ANSI 300/4.96 МПа (Cameron B5 12 IN ASME 300), с электроприводом («Гусар» П.И7.5800.1,8Э32.УХЛ1) , Зав.№ 08222",-,"АО ""Энергомаш""",0092.020.014.Р5.0004.149.0002.0078.030-ТХ.ОЛ10-1 (изм. 0) (СО1 п.3),5/9/2023,"УКПГ-2. Коммуникации по эстакадам в районе установки стабилизации конденсата, К9-30.2.1","Оотсутствие выходного сигнала состояния ""ДУ""",-,Произвести замену/ремонт дефектного оборудования,1200 ч,Шулаков А.Ю.,Лупандин Д.А.,Старинец И.А.,Кутузов А.Н.,6/1/2023,№ 02/92-5351 от 06.07.2023,7/8/2023,,,,,,,
99,№ 58648,КАИТ-УКПГ-2-32-10,32,BTF 39/2,Извещатель пламени,Извещатель пламени ИП 329/330-1-1 ИПЭС-ИК/УФ. (BTF 39/2),-,"АО ""Электростандарт-прибор""",0092.020.014.Р5.0004.149.0002.0078.030-ТХ (изм. 1),1/31/2024,УКПГ-2. Здание установки стабилизации конденсата (поз. по ГП32),Залит жидкостью - сгнили элементы разъемов,Некачественное выполнение СМР (кабельные вводы негерметичны),Произвести замену/ремонт дефектного оборудования,2000 ч,Алимбеков Ф.А.,Апенько Н.С.,Турлаков Н.В.,Никонов Ю.А.,1/31/2024,2024-02-08 исх.08-1131,2/8/2024,Склад КИПиА,"13.02.2024 - отправлен в ЦР КИПиА УАиМО;
26.02.2024 - Доставил со службы метрологии датчик пламени на УКПГ-2 в склад КАиТ 304 ",Маркин Ю.А.,Чегодаев М.Е.,,,
100,№ 59199,КАИТ-УКПГ-2-32-11,32,BTF 39/4,Извещатель пламени,Извещатель пламени ИП 329/330-1-1 ИПЭС-ИК/УФ. (BTF 39/4),-,"АО ""Электростандарт-прибор""",0092.020.014.Р5.0004.149.0002.0078.030-ТХ (изм. 1),1/31/2024,УКПГ-2. Здание установки стабилизации конденсата (поз. по ГП32). BTF 40/3,Периодически уходит в аппаратную неисправность,Некачественное выполнение СМР (кабельные вводы негерметичны),Произвести замену/ремонт дефектного оборудования,2000 ч,Алимбеков Ф.А.,Апенько Н.С.,Турлаков Н.В.,Никонов Ю.А.,1/31/2024,2024-02-08 исх.08-1131,2/8/2024,Склад КИПиА,"13.02.2024 - отправлен в ЦР КИПиА УАиМО;
26.02.2024 - Доставил со службы метрологии датчик пламени на УКПГ-2 в склад КАиТ 304 ",Маркин Ю.А.,Чегодаев М.Е.,,,
