number,serial_number,defective_act,poz_GP,tag,type,name_of_equipment,equipment_acceptance_date_PNR,equipment_manufacturer,project,date_of_detection,installation_location,description,reasons_for_failure,elimination_of_defects,operating_time,executor_3,executor_1,executor_2,person_approving,approval_date,number_letter_INVEST,letter_to_INVEST,location,notes,fio_locksmith_1,fio_locksmith_2,elimination_date,fio_responsible,mark_of_elimination,,,,,,,
122," № ГТ36А-009
(№ 6996)",КАИТ-ЦДКС-100-12,100,ZY703,Вторичный преобразователь токовихревой,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ, ГПА№22 
(Вторичный преобразователь токовихревой ИТ14.12.500-1-3-0, № 64996)",10/18/2023,АО «ОДК-Газовые турбины»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,2/19/2024,"УКПГ-2, ЦДКС, позиция 100, ГПА 22, Шкаф аппаратный (БЭТ ГПА 22). Вторичный преобразоватеь токовихревой (осевой сдвиг)","Ошибка преобразователя - потеря связи САУ ГПА с модулем
ИТ14.12.500-1-3-0, № 64996 (ООО «НПП Измерительные технологии»)",Заводской брак,Замена дефектного оборудования,216 ч,Бондаренко Д.Г.,Апенько Н.С.,Рубцов М.А.,Кутузов А.Н.,2/20/2024,Гулынин И.Е.,2/20/2024,ГП301_218,19.02.2024 - отказ;,Салахов А.Ш.,Ященко Н.В.,,,
,"№ 4125606-1
(35710)",КАИТ-ЦДКС-100-13,100,РС1,Расходомер,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ. (Преобразователь расхода вихревой ""Эмис-вихрь 200"" Зав. №35710 ЗАО ""Эмис"")",10/1/2023,"АО «ОДК-Газовые турбины»
 (ЗАО ""Эмис"")",0092.020.014.Р5.0004.149.0002.1029.100-ТХГП,3/25/2024,"УКПГ-2, ЦДКС, позиция 100, Установка компрессорных агрегатов ГПА №24, БФТГ, Qг от Текон-19 (РС1)","Микротрещины по корпусу проточной части преобразователя расхода вихревого ""Эмис-вихрь 200""",Заводской брак,Замена дефектного оборудования,255 ч,Шулаков А.Ю.,Апенько Н.С.,Рубцов М.А.,Никонов Ю.А.,,,,ГП301_218,25.03.2024 - Демонтирован с объекта,Колодяжный С.В.,,,,
328,"№ ГТ36А-010
(№ 000794)",КАИТ-ЦДКС-100-14,100,-,Извещатель пламени,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ, ГПА№ 23. Извещатель пожарный пламени взрывозащищенный СПАРК ИП 330/1-20А1-1 (№ 000794)",10/16/2023,"АО ""СПЕЦПОЖИНЖИНИРИНГ""",359/041-2828/КОВ-АПТ 0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,3/29/2024,УКПГ-2. ЦДКС. Установка компрессорных агрегатов (поз. по ГП100) ГПА 23,Неисправен оптический элемент датчика (№ 000794),Заводской брак,Произвести замену дефектного оборудования,1173 ч,Шулаков А.Ю.,Апенько Н.С.,Турлаков Н.В.,Никонов Ю.А.,,,,ГП301_218,"29.03.2024 -  Демонтирован;
Взамен установлен № 00803 с позиции ГПА21
",Ахтямов Б.А.,,,,
,"№ ГТ36А-010
(№ 26754363-002)",КАИТ-ЦДКС-100-15,100,-,Регулятор давления,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ, ГПА№ 23. (Регулятор давления зав.№ 26754363-002 пневмопривода клапана осевого тип КА300-100.П1-НО.Л.ЛС.01 №124)",10/1/2023,АО «ОДК-Газовые турбины»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП,3/21/2024,"ЦДКС. Позиция 100. Агрегат газоперекачивающий ГПА-23, Пневмопривод клапана осевого (АПК). Регулятор давления TESCOM EUROPE Selmsdorf Germany зав.№ 26754363-002 ",Регулятор давления зав.№ 26754363-002 пневмопривода клапана осевого неисправен (производитель ОАО «ТЭМЗ»),Заводской брак,Замена дефектного оборудования,365 ч,Шулаков А.Ю.,Апенько Н.С.,Рубцов М.А.,Никонов Ю.А.,,,,ЦДКС,06.04.2024 - У Рубцова М.А. (ЦДКС),Рыбаков Н.А.,,,,
81,№ 4125605-1,КАИТ-ЦДКС-100-2,100,,Электропривод,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ. Укрытие. Система вентиляции, электропривод клапана воздушного противопожарного. (ЭП8-BLF24-5-Ст-R-УХЛ2)",10/1/2023,"ООО «ВЕЗА», Республика Беларусь",0092.020.014.Р5.0004.149.0002.1029.100-ТХГП,12/30/2023,"УКПГ-2, ЦДКС, позиция 100, Установка компрессорных агрегатов ГПА №22. Укрытие. Клапан противопожарный поз. КП-7","При подаче команды, клапан не меняет положение",Заводской брак,Замена дефектного оборудования,75 ч,Шулаков А.Ю.,Крашенинников Д.Н.,Ромасенко Е.С.,Кутузов А.Н.,,16.01.2024 исх.08/155,1/16/2024,,,,,,,
82,№ 4125606-1,КАИТ-ЦДКС-100-3,100,,Электропривод,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ. Укрытие. Система вентиляции, электропривод клапана воздушного противопожарного. (ЭП8-BLF24-5-Ст-R-УХЛ2)",10/1/2023,"ООО «ВЕЗА», Республика Беларусь",0092.020.014.Р5.0004.149.0002.1029.100-ТХГП,12/30/2023,"УКПГ-2, ЦДКС, позиция 100, Установка компрессорных агрегатов ГПА №24. Укрытие. Клапан противопожарный поз. КП-7","При подаче команды, клапан не меняет положение",Заводской брак,Замена дефектного оборудования,75 ч,Шулаков А.Ю.,Крашенинников Д.Н.,Ромасенко Е.С.,Кутузов А.Н.,,16.01.2024 исх.08/155,1/16/2024,,,,,,,
88,№ 001304,КАИТ-ЦДКС-100-4,100,,Горелка,"Агрегат воздухонагревательный АВГМ-1100Р №523. Горелка ФГ-0,35-М ",-,"ООО НПФ ""ТеплоЭнергоПром""",0092.020.014.Р5.0004.149.0002.1029.100-ТХГП,1/25/2024,"УКПГ-2, ЦДКС, позиция 100, Установка компрессорных агрегатов ГПА №23. Агрегат воздухонагревательный АВГМ-1100Р №523",Не подается искра для розжига горелки. Отсутствует индикация о неработоспособности горелки,Оборудование неисправно,Требуется замена/ремонт дефектного оборудования,100 ч,Алимбеков Ф.А.,Апенько Н.С.,Манюк В.А.,Никонов Ю.А.,1/26/2024,Манюк В.А.,1/26/2024,На месте установки,26.01.2014 - Акт отправлен в Инвест (Манюк В.А.),,,,,
107,№ 64974,КАИТ-ЦДКС-100-5,100,XY702/X,Вторичный преобразователь токовихревой,Вторичный преобразователь токовихревой ИТ14.12.500-1-3-0 №64974,-,ООО «НПП Измерительные технологии»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,1/25/2024,"УКПГ-2, ЦДКС, позиция 100, ГПА 22, Датчик виброперемещения ротора передней части вертикальной плоскости",Отсутствуют показания вибрации при работе компрессора,Заводской брак,Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Апенько Н.С.,Рубцов М.А.,Никонов Ю.А.,1/31/2024,2024-02-08 исх.08-1131,2/8/2024,ГП301_218,25.01.2024 - Заменен на преобразователь № 64987 из комплекта ЗиП;,Маркин Ю.А.,,,,
110,№ 64985,КАИТ-ЦДКС-100-6,100,XY703,Вторичный преобразователь токовихревой,Вторичный преобразователь токовихревой ИТ14.12.500-1-3-0 №64985,-,ООО «НПП Измерительные технологии»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,2/11/2024,"УКПГ-2, ЦДКС, позиция 100, ГПА 23, Шкаф аппаратный БЭТ ГПА 23. Вторичный преобразоватеь токовихревой (осевой сдвиг)","Ошибка преобразователя, нет связи с модулем",Заводской брак,Замена дефектного оборудования,155 ч,Алимбеков Ф.А.,Апенько Н.С.,Рубцов М.А.,Савело С.С.,2/11/2024,15.02.2024 исх.08-82-1463,2/15/2024,ГП301_218,11.02.2024 - Заменен на преобразователь № 64988 из комплекта ЗиП;,Рыбаков Н.А.,Краснов А.Ю.,,,
117," № ГТ36А-011
(№ 65311)",КАИТ-ЦДКС-100-7,100,XY701/Y,Вторичный преобразователь токовихревой,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ 
(Вторичный преобразователь токовихревой ИТ14.12.500-1-3-0, № 65311)",-,АО «ОДК-Газовые турбины»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,2/15/2024,"УКПГ-2, ЦДКС, позиция 100, ГПА 24, Шкаф аппаратный (БЭТ ГПА 24). Вторичный преобразоватеь токовихревой (осевой сдвиг)","Ошибка преобразователя - потеря связи САУ ГПА с модулем
ИТ14.12.500-1-3-0, № 65311 (ООО «НПП Измерительные технологии»)",Заводской брак,Замена дефектного оборудования,175 ч,Алимбеков Ф.А.,Апенько Н.С.,Рубцов М.А.,Кутузов А.Н.,2/18/2024,Гулынин И.Е.,2/20/2024,ГП301_218,15.02.2024 - Заменен на преобразователь № 64995 из комплекта ЗиП;,Салахов А.Ш.,,,,
118," № ГТ36А-010
(№ 64988)",КАИТ-ЦДКС-100-8,100,XY703,Вторичный преобразователь токовихревой,"Агрегат газоперекачивающий ГПА-16А-НК/ГТ.СМ 
(Вторичный преобразователь токовихревой ИТ14.12.500-1-3-0, № 64988)",10/18/2023,АО «ОДК-Газовые турбины»,0092.020.014.Р5.0004.149.0002.1029.100-ТХГП.СО1,2/17/2024,"УКПГ-2, ЦДКС, позиция 100, ГПА 23, Шкаф аппаратный (БЭТ ГПА 23). Вторичный преобразоватеь токовихревой (осевой сдвиг)","Ошибка преобразователя - потеря связи САУ ГПА с модулем
ИТ14.12.500-1-3-0, № 64988 (ООО «НПП Измерительные технологии»)",Заводской брак,Замена дефектного оборудования,196 ч,Алимбеков Ф.А.,Апенько Н.С.,Рубцов М.А.,Кутузов А.Н.,2/18/2024,Гулынин И.Е.,2/20/2024,ГП301_218,17.02.2024 - Заменен на преобразователь № 64971 из комплекта ЗиП;,Рыбаков Н.А.,Ященко Н.В.,,,
74,-,КАИТ-ЦДКС-101-2,101,,Манометр,"Манометр показывающий МП4-Уф, избыточное давление, диапазон 0…16 МПа, расположение штуцера радиальное, температура окружающего воздуха -60…+600С, класс точности 1,5, степень защиты IP 40, штуцер М20х1,5.",-,АО ПО «Физтех» ,0092.020.014.Р5.0004.149.0002.1032.101-АТ.СО1(изм. 0),11/17/2023,"УКПГ-2, ЦДКС, позиция 101, импульсный газ после крана №101-5.4",При изменении давления рабочей среды показания манометра не изменяются,"Некачественный монтаж, нарушение условий хранения",Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Ромасенко Е.С.,Никонов Ю.А.,11/26/2023, 12.12.2023 исх.08-82-10048,12/12/2023,ГП301_218,21.02.2024 - Передан представителем СТНГ  из ремонта (Баланюк),,,,,
75,-,КАИТ-ЦДКС-101-3,101,,Манометр,"Манометр показывающий МП4-Уф, избыточное давление, диапазон 0…16 МПа, расположение штуцера радиальное, температура окружающего воздуха -60…+600С, класс точности 1,5, степень защиты IP 40, штуцер М20х1,5.",-,АО ПО «Физтех» ,0092.020.014.Р5.0004.149.0002.1032.101-АТ.СО1(изм. 0),11/17/2023,"УКПГ-2, ЦДКС, позиция 101, импульсный газ после крана №101-8.4",При изменении давления рабочей среды показания манометра не изменяются,"Некачественный монтаж, нарушение условий хранения",Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Ромасенко Е.С.,Никонов Ю.А.,11/26/2023, 12.12.2023 исх.08-82-10048,12/12/2023,,,,,,,
76,№ 62240250,КАИТ-ЦДКС-102-1,102,М 1.1,Электропривод,Установка подготовки газа собственных нужд (Установка осушки импульсного газа БСПЦ-ОА2-IIBU УХЛ1 v1.1). Зав.№ 62240250,11/16/2023,АО АБС ЗЭиМ Автоматизация,0092.020.014.Р5.0004.149.0002.1035.102-ТХГП.СО1,11/23/2023,ГП 102. Установка подготовки газа на собственные нужды.,Короткое замыкание обмотки двигателя.,Заводской дефект,Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Рубцов М.А.,Никонов Ю.А.,11/4/2023, 12.12.2023 исх.08-82-10048,12/12/2023,В ремонте,"14.02.2024 - Снят с позиции;
15.02.2024 - Отправлен в СТНГ (Тазиев Руслан, +7(927)345-59-55)",Ященко Н.В.,,,,
77,№ 62240242,КАИТ-ЦДКС-102-2,102,М 2.1,Электропривод,Установка подготовки газа собственных нужд (Установка осушки импульсного газа БСПЦ-ОА2-IIBU УХЛ1 v1.1) Зав.№ 62240242,11/16/2023,АО АБС ЗЭиМ Автоматизация,0092.020.014.Р5.0004.149.0002.1035.102-ТХГП.СО1,11/23/2023,ГП 102. Установка подготовки газа на собственные нужды.,Короткое замыкание обмотки двигателя.,Заводской дефект,Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Рубцов М.А.,Никонов Ю.А.,11/4/2023, 12.12.2023 исх.08-82-10048,12/12/2023,В ремонте,"14.02.2024 - Снят с позиции;
15.02.2024 - Отправлен в СТНГ (Тазиев Руслан, +7(927)345-59-55)",Ященко Н.В.,,,,
78,№ 62240245,КАИТ-ЦДКС-102-3,102,М 3.1,Электропривод,Установка подготовки газа собственных нужд (Установка осушки импульсного газа БСПЦ-ОА2-IIBU УХЛ1 v1.1). Зав.№ 62240245,11/16/2023,АО АБС ЗЭиМ Автоматизация,0092.020.014.Р5.0004.149.0002.1035.102-ТХГП.СО1,11/23/2023,ГП 102. Установка подготовки газа на собственные нужды.,Короткое замыкание обмотки двигателя.,Заводской дефект,Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Рубцов М.А.,Никонов Ю.А.,11/4/2023, 12.12.2023 исх.08-82-10048,12/12/2023,В ремонте,"14.02.2024 - Снят с позиции;
15.02.2024 - Отправлен в СТНГ (Тазиев Руслан, +7(927)345-59-55)",Ященко Н.В.,,,,
79,-,КАИТ-ЦДКС-102-4,102,,Трехходовой привод,Установка подготовки газа собственных нужд трехходовой привод ESBE 12550500 93P,11/16/2023,АО «ГМС Нефтемаш»,0092.020.014.Р5.0004.149.0002.1035.102-ТХГП.СО1,11/23/2023,ГП 102. Установка подготовки газа на собственные нужды.,Заклинивание редуктора,Заводской дефект,Замена дефектного оборудования,75 ч,Алимбеков Ф.А.,Крашенинников Д.Н.,Рубцов М.А.,Никонов Ю.А.,11/4/2023, 12.12.2023 исх.08-82-10048,12/12/2023,На месте установки,17.02.2024 - На месте установки,,,2/17/2024,Мусин Р.Р.,Устранено
,№ 211660,,5,КР 1-20.1.2,Электропривод,Электропривод РЭМТэк П.2000.6.379.8102/И.V.16.3.УХЛ1,-,,,12/13/2023,Байпас,"Ошибка DF24 , Сбой ДП",-,,,,Попов В.А.,,,,,,На месте установки,,Бычков Е.Н.,,,,
,№ 211661,,5,КР 1-20.1.1,Электропривод,Электропривод РЭМТэк П.2000.6.379.8102/И.V.16.3.УХЛ1,-,,,12/13/2023,Байпас,"Ошибка DF24 , Сбой ДП",-,,,,Попов В.А.,,,,,,На месте установки,Кутузов А.Н. должен договорится о замене с УКПГ-3,Чугунов Д.К.,Иванов А.А.,,,
,№ 21041150,,КГС 208,,Электропривод,Электропривод ЭПУ-05 КРАУ-6.330.013ТУ Зав. №21041150 в составе системы подачи ингибитора СПИ-03,-,,,12/15/2023,КГС 208. Скважина 2. СПИ,"Нет протока, невозможно разобрать на месте",-,,,,Попов В.А.,,,,,,На месте установки,"Проведено ТО, установлен обратно на поз.",Дорошин А.В.,,,,
,№ 21061215,,КГС 207,,Электропривод,Электропривод ЭПУ-05 КРАУ-6.330.013ТУ Зав. №21061215 в составе системы подачи ингибитора СПИ-02,-,,,12/15/2023,КГС 207. Скважина 5. СПИ,Заклинило двигатель,-,,,,Попов В.А.,,,,,,Мастерская,,Дорошин А.В.,,,,
,№ 93629,,315,GA-4,Газоанализатор,СГОЭС-2,-,,,12/17/2023,,Нестабильные показания,-,,,,Попов В.А.,,,,,,Мастерская,10.03.2024 - установвлен  №99900 (2023 год),Бычков Е.Н.,Соколов А.В.,3/10/2024,,Устранено
,№ 93764,,315,GA-5,Газоанализатор,СГОЭС-2,-,,,12/17/2023,,Нестабильные показания,-,,,,Попов В.А.,,,,,,Мастерская,10.03.2024 - установвлен  №99860 (2023 год),Бычков Е.Н.,Соколов А.В.,3/10/2024,,Устранено
,№ 94630,,315,GA-6,Газоанализатор,СГОЭС-2,-,,,12/17/2023,,Нестабильные показания,-,,,,Попов В.А.,,,,,,Мастерская,10.03.2024 - установвлен  №99911 (2023 год),Бычков Е.Н.,Соколов А.В.,3/10/2024,,Устранено
,№ 010650,,22,60Н_5_2/PD,Датчик ПД,"Датчик перепада давления СДВ-Smart-Exd-ДД-1440-01-ЭП1-t16-025-40,0кПа-25-42+HART-К04-П",-,,,12/25/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение насосной метанола. Агрегат электронасосный (60Н-5 №2)",,,,,,Апенько Н.С.,,,,,,На месте установки,25.12.2023 - Произведена замена на исправный из комлекта ЗиП Зав.№010650,Грибачев А.В.,,,,
,№ 014871,,22,60Н_4_2/PD,Датчик ПД,"Датчик перепада давления СДВ-Smart-Exd-ДД-1440-01-ЭП1-t16-025-40,0кПа-25-42+HART-К04-П",-,"АО НПК ""ВИТ""",0092.020.014.Р5.0004.149.0002.0506.022-ТХ3,12/25/2023,"УКПГ-2. Здание насосной конденсата и метанола (поз. по ГП 22), помещение насосной метанола. Агрегат электронасосный (60Н-5 №2)",,,,,,Апенько Н.С.,,,,,,На месте установки,25.12.2023 - Произведена замена на исправный c 60Н-5 №2 Зав.№014871,Грибачев А.В.,,,,
,№ R220000000007909,,32,LT 3-11.3,Уровнемер,Уровнемер KROHNE OPTIFLEX 1300C 1EXiaIIC T6...T3 G-bx,-,"KROHNE, Франция",0092.020.014.Р5.0004.149.0002.0016.032-ТХ.СО1,1/10/2024,"УКПГ-2, Позиция 32, 30Р-3 №3, LT 3-11.3","При отсутствии уровня раздела сред, уровнемер показывает максимальное значение",Заводской дефект,"Замена, ремонт дефектного оборудования",2250 ч,Алимбеков Ф.А.,Бояркин И.С.,Турлаков Н.В.,Никонов Ю.А.,,,,Склад КИПиА,06.04.2024 - На складе,Ященко Н.В.,,,,
,№ 41,,КГС 207,,Датчик ДПИ,Датчик положения индукционный ДПИ-1-18НТ,-,"ООО «ПТП Промтехприбор», Республика Беларусь",,1/25/2024,"УКПГ-2. Куст газовых скважин 207, Скважина 2, задвижка БЗ", -,-,,,,Апенько Н.С.,,,,,,На месте установки,27.01.2024 - Датчик установлен из комплекта ЗИП,Дорошин А.В.,,1/27/2024,Апенько Н.С.,Устранено
,№ 51,,КГС 207,,Датчик ДПИ,Датчик положения индукционный ДПИ-1-18НТ,-,"ООО «ПТП Промтехприбор», Республика Беларусь",,1/25/2024,"УКПГ-2. Куст газовых скважин 207, Скважина 2, задвижка СЗ", -,-,,,,Апенько Н.С.,,,,,,На месте установки,27.01.2024 - Датчик установлен из комплекта ЗИП,Дорошин А.В.,,1/28/2024,Апенько Н.С.,Устранено
,-,,1,TE 101/1,Преобразователь температуры,Преобразователь температуры UFG-F,-,"ООО ""Турбулентность Дон""",,1/27/2024,"УКПГ-2, Здание входных ниток и пробкоуловителей, 1 т.н. (Расходомер-счетчик газа ультразвуковой Turbo Flow UFG-F)", В составе расходомера Turbo Flow UFG-F,-,,,,Апенько Н.С.,,,,,,На месте установки,27.01.2024 - Установлен с 3 т.н.,Ахтямов Б.А.,,,,
,№ 1801,,1,TE 101/3,Преобразователь температуры,Преобразователь температуры UFG-F,-,"ООО ""Турбулентность Дон""",,1/27/2024,"УКПГ-2, Здание входных ниток и пробкоуловителей, 3 т.н., газ от КГС 202, 205 (Расходомер-счетчик газа ультразвуковой Turbo Flow UFG-F. Зав.№191769)", В составе расходомера Turbo Flow UFG-F. Зав.№191769,-,,,,Апенько Н.С.,,,,,,Отправлен в ремонт,"27.01.2024 - Снят с поз.1;
28.01.2024 - Передал по АПП ООО ""ГСП Ремонт"" (Бондаренко Д.Г.)
",Ахтямов Б.А.,,,,
,№ 21506230644289372,,КОС,ТE 5.3,Термопара,Термопара ДТПК045-0111.800,-,,,1/27/2024,КОС. Комплекс термического обезвреживания жидких стоков, -,-,,,,Бояркин И.С.,,,,,,Мастерская,"27.01.2024 - Снят с поз. для диагностики;
",Княжев Н.А.,,,,
,№ 21806230644289371,,КОС,ТE 5.1,Термопара,Термопара ДТПК045-0111.800,-,,,1/27/2024,КОС. Комплекс термического обезвреживания жидких стоков, -,-,,,,Бояркин И.С.,,,,,,Мастерская,"27.01.2024 - Снят с поз. для диагностики;
",Княжев Н.А.,,,,
,№ 21806230644289375,,КОС,ТE 5.2,Термопара,Термопара ДТПК045-0111.800,-,,,1/27/2024,КОС. Комплекс термического обезвреживания жидких стоков, -,-,,,,Бояркин И.С.,,,,,,Мастерская,"27.01.2024 - Снят с поз. для диагностики;
",Княжев Н.А.,,,,
,№ 406467,,1,PT 101/3,Преобразователь давления,Преобразователь давления UFG-F,-,"ООО ""Турбулентность Дон""",,1/27/2024,"УКПГ-2, Здание входных ниток и пробкоуловителей, 3 т.н., газ от КГС 202, 205 (Расходомер-счетчик газа ультразвуковой Turbo Flow UFG-F. Зав.№191769). ", В составе расходомера Turbo Flow UFG-F. Зав.№191769,-,,,,Апенько Н.С.,,,,,,Отправлен в ремонт,"27.01.2024 - Снят с поз.1;
28.01.2024 - Передал по АПП ООО ""ГСП Ремонт"" (Бондаренко Д.Г.)",Ахтямов Б.А.,,,,
,№ 406470,,1,PT 101/1,Преобразователь давления,Преобразователь давления UFG-F,-,"ООО ""Турбулентность Дон""",,1/27/2024,"УКПГ-2, Здание входных ниток и пробкоуловителей, 1 т.н., газ от КГС 202, 205 (Расходомер-счетчик газа ультразвуковой Turbo Flow UFG-F). ", В составе расходомера Turbo Flow UFG-F,-,,,,Апенько Н.С.,,,,,,На месте установки,27.01.2024 - Установлен с 3 т.н.,Ахтямов Б.А.,,,,
,№ 77427230532252241,,КОС,TT 5.5,Первичный преобразователь,Первичный преобразователь НПТ-1К.00.1.3 (Овен),-,,,1/27/2024,КОС. Комплекс термического обезвреживания жидких стоков, -,-,,,,Бояркин И.С.,,,,,,Мастерская,"27.01.2024 - Снят с поз. для диагностики;
",Княжев Н.А.,,,,
,№ 22653,,КГС 206,КШ8,Электропривод,Электропривод РэмТЭК П.250.4.60.8100.V.15.3.УХЛ1,-,"ООО НПП ""ТЭК""",,1/28/2024,"УКПГ-2. Куст газовых скважин 206, Скважина 4, Кран КШ8", -,-,,,,Бояркин И.С.,,,,,,На месте установки,"28.01.2024 - установлен на место после ремонта (был залит метанолом). Требуется подключить;
29.01.2024 - Подключена. В работе",Дорошин А.В.,,1/29/2024,Бояркин И.С.,Устранено
,№  2101,,КГС 202,,Блок питания,"Куст газовых скважин №205, БКЭС, Блок питания ПС РУБЕЖ ИВЭПР 24/2,5. Зав.№... (Плата №2101)",-,"АО ""ГК РУБЕЖ""",,1/29/2024,"Куст газовых скважин №202, БКЭС","1) Не срабатывает выключатель открытия двери шкафа прибора;
2) Мерцает светодиод заряда АБ.
",,,,,Апенько Н.С.,,,,,,В ремонте,30.01.2024 - Отправлен в ремонт (Цех ремонта КИПиА);,Дорошин А.В.,,,,
,№ 0009950786,,КГС 205,,Блок питания,"Куст газовых скважин №205, БКЭС, Блок питания ПС РУБЕЖ ИВЭПР 24/2,5. Зав.№0009950786 (Плата №1808)",-,"АО ""ГК РУБЕЖ""",,1/29/2024,"Куст газовых скважин №205, БКЭС", При работе нагревается вновь впаянный элемент (идет дым),,,,,Апенько Н.С.,,,,,,На месте установки,"30.01.2024 - Отправлен в ремонт (Цех ремонта КИПиА);
07.02.2024 - Пришла с ремонта;
08.02.2024 - Установлена на место эксплуатации",Дорошин А.В.,,,,
,№ 008943,,32,PIT 17.3A,Датчик давления,"Датчик давления СДВ-Smart-Ex-И-1661-02-ЭП1-t16-025-3,00МПа-42+HART-К05-П-PIT17.3A-Кбуст/БКН2-65",,,,1/29/2024,УКПГ-2. Здание установки стабилизации конденсата (поз. по ГП32). 3 колонна,-,-,,,,Попов В.А.,,,,,,На месте установки,29.01.2024 - Установлен с поз.32 (ТЭГ PIT 17.2.3),Ахтямов Б.А.,,,,
,№ 008954,,32,PIT 17.2.3,Датчик давления,"Датчик давления СДВ-Smart-Ex-И-1661-02-ЭП1-t16-025-2,52МПа-42+HART-К05-П-PIT172-Кбуст/БКН2-65",,,,1/29/2024,УКПГ-2. Здание установки стабилизации конденсата (поз. по ГП32). 3 колонна,-,-,,,,Попов В.А.,,,,,,На месте установки,29.01.2024 - Установлен с поз.32 (ТЭГ PIT 17.3A),Ахтямов Б.А.,,,,
,№ 201022,,30,,Электропривод,Электропривод РЭМТэк Л.3500.7.60.22.8100.V.16.3.УХЛ1,-,,,1/30/2024,Поз 30. 1т.н. в помещении арм. блока,Df24 (ДП-00F4),,,,,Бояркин И.С.,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,1/30/2024,Бояркин И.С.,Устранено
,№ 201023,,30,,Электропривод,Электропривод РЭМТэк Л.3500.7.60.22.8100.V.16.3.УХЛ1,-,,,1/30/2024,Поз 30. 1т.н. в помещении арм. блока,Df24 ,,,,,,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,,,
,№ 201046,,30,,Электропривод,Электропривод РЭМТэк Л.7000.7.60.44.8100.V.16.3.УХЛ1,-,,,1/30/2024,Поз 30. 1т.н. в помещении арм. блока,Df24 ,,,,,,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,,,
,№ 201067,,30,,Электропривод,Электропривод РЭМТэк Л.7000.7.60.44.8100.V.16.3.УХЛ1,-,,,1/30/2024,Поз 30. 1т.н. в помещении арм. блока,Df24 ,,,,,,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,,,
,№ 21083,,,,Электропривод,Электропривод РЭМТэк Л.18000.4.100.298.8100V16.3.УХЛ.1,-,,,1/30/2024,КГС Место установки к Цою ,,,,,,,,,,,,,30.01.2024 - Исправен. Собран вместе с ЗРА.   Резерв ДГ.,,,,,
,№ 21092,,,,Электропривод,Электропривод РЭМТэк Л.18000.4.100.298.8100.V.16.3.УХЛ1,-,,,1/30/2024,,,,,,,,,,,,,,30.01.2024 - Исправен  Установлен на ЗРА в п.315 гараж. Резерв ДГ.,,,,,
,№ 21096,,,,Электропривод,Электропривод РЭМТэк Л.18000.4.100.298.8100.V.16.3.УХЛ1,-,,,1/30/2024,,,,,,,,,,,,,МРС,"30.01.2024 - Исправен. Неучтенный; 
27.02.2024 - Передали службе МРС электропривод РэмТэк зав. номер 21096 ; Л18000.4.100.298.8100.V Резерв (неучтенка)",Ященко Н.В.,,,,
,№ 21161,,КГС 207,,Электропривод,"Электропривод РЭМТэк 
М300.60.Е.8100.S/15/3",-,,,1/30/2024,КГС207,,,,,,,,,,,,,30.01.2024 - Исправен (большой),,,,,
,№ 211653,,26,КР.38.5.1,Электропривод,Электропривод РЭМТэк П.600.3.140.8102./И.V.15.3.УХЛ1,-,,,1/30/2024,Поз.26 40Е3,df24,,,,,,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,,,
,№ 212154,,17,FV1,Электропривод,Электропривод РЭМТэк П.7000.7.60.298.8100.V.16.2.ухл1,-,,,1/30/2024,Поз.17,df24,,,,,,,,,,,На месте установки,30.01.2024 - Диагностика по месту. Исправен,,,,,
,№ 212207,,,КЛР 21.1.1,Электропривод,Электропривод РЭМТэк Л.18000.4.100.354.8100.V.16.3.УХЛ.1,-,,,1/30/2024,поз.32 ТК,,,,,,,,,,,,,30.01.2024 - Исправен (резерв) ЗРА будет демонтирован (рац. Дарымова А.В.),,,,,
